5.95,10.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
6.9,8.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
9.75,9.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
9.75,10.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
5.95,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
9.75,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
7.85,10.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
8.8,10.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
9.75,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
5.95,9.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
7.85,9.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
9.75,9.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.95,9.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
8.8,8.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
5.0,10.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
9.75,10.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
9.75,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
9.75,9.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
9.75,9.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
9.75,10.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
7.85,9.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
5.0,10.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
8.8,9.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.0,9.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.0,9.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.95,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.95,9.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
6.9,8.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
7.85,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
6.9,10.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.95,8.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.0,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
7.85,9.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
7.85,10.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
9.75,9.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
8.8,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.95,8.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
7.85,8.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
6.9,10.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
8.8,9.0,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
5.0,9.0,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
7.85,8.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0
9.75,10.0,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
9.75,10.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
6.9,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
5.95,9.5,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
7.85,8.5,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0
5.0,8.5,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.81916,1.7859,1.76783,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0
6.9,9.0,1.0,1.0,1.0,1.46557,1.45874,1.45424,1.0,1.0,1.0,1.43871,1.43403,1.43109,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0,1.52532,1.51712,1.51184,1.0,1.0,1.0
